metabolite_name,chemical_formula,smiles,inchikey,name,uniprotkb
Pyruvic acid,C3H4O3,CC(=O)C(O)=O,LCTONWCANYUPML-UHFFFAOYSA-N,Alanine aminotransferase 1,P24298
Pyruvic acid,C3H4O3,CC(=O)C(O)=O,LCTONWCANYUPML-UHFFFAOYSA-N,NADP-dependent malic enzyme,P48163
Pyruvic acid,C3H4O3,CC(=O)C(O)=O,LCTONWCANYUPML-UHFFFAOYSA-N,"NADP-dependent malic enzyme, mitochondrial",Q16798
Pyruvic acid,C3H4O3,CC(=O)C(O)=O,LCTONWCANYUPML-UHFFFAOYSA-N,"NAD-dependent malic enzyme, mitochondrial",P23368
Pyruvic acid,C3H4O3,CC(=O)C(O)=O,LCTONWCANYUPML-UHFFFAOYSA-N,Histidine decarboxylase,P19113
Pyruvic acid,C3H4O3,CC(=O)C(O)=O,LCTONWCANYUPML-UHFFFAOYSA-N,L-lactate dehydrogenase A-like 6A,Q6ZMR3
Pyruvic acid,C3H4O3,CC(=O)C(O)=O,LCTONWCANYUPML-UHFFFAOYSA-N,Adenylate cyclase type 2,Q08462
Pyruvic acid,C3H4O3,CC(=O)C(O)=O,LCTONWCANYUPML-UHFFFAOYSA-N,Thiosulfate sulfurtransferase,Q16762
Pyruvic acid,C3H4O3,CC(=O)C(O)=O,LCTONWCANYUPML-UHFFFAOYSA-N,Monocarboxylate transporter 3,O95907
Pyruvic acid,C3H4O3,CC(=O)C(O)=O,LCTONWCANYUPML-UHFFFAOYSA-N,Monocarboxylate transporter 4,O15427
Pyruvic acid,C3H4O3,CC(=O)C(O)=O,LCTONWCANYUPML-UHFFFAOYSA-N,Monocarboxylate transporter 7,O15403
Pyruvic acid,C3H4O3,CC(=O)C(O)=O,LCTONWCANYUPML-UHFFFAOYSA-N,Monocarboxylate transporter 1,P53985
Pyruvic acid,C3H4O3,CC(=O)C(O)=O,LCTONWCANYUPML-UHFFFAOYSA-N,Monocarboxylate transporter 8,P36021
Pyruvic acid,C3H4O3,CC(=O)C(O)=O,LCTONWCANYUPML-UHFFFAOYSA-N,Monocarboxylate transporter 6,O15375
Pyruvic acid,C3H4O3,CC(=O)C(O)=O,LCTONWCANYUPML-UHFFFAOYSA-N,Monocarboxylate transporter 5,O15374
Pyruvic acid,C3H4O3,CC(=O)C(O)=O,LCTONWCANYUPML-UHFFFAOYSA-N,Monocarboxylate transporter 2,O60669
Pyruvic acid,C3H4O3,CC(=O)C(O)=O,LCTONWCANYUPML-UHFFFAOYSA-N,Phosphatidylserine decarboxylase proenzyme,Q9UG56
Pyruvic acid,C3H4O3,CC(=O)C(O)=O,LCTONWCANYUPML-UHFFFAOYSA-N,L-lactate dehydrogenase B chain,P07195
Pyruvic acid,C3H4O3,CC(=O)C(O)=O,LCTONWCANYUPML-UHFFFAOYSA-N,L-lactate dehydrogenase C chain,P07864
Pyruvic acid,C3H4O3,CC(=O)C(O)=O,LCTONWCANYUPML-UHFFFAOYSA-N,L-lactate dehydrogenase A chain,P00338
Pyruvic acid,C3H4O3,CC(=O)C(O)=O,LCTONWCANYUPML-UHFFFAOYSA-N,L-lactate dehydrogenase A-like 6B,Q9BYZ2
Pyruvic acid,C3H4O3,CC(=O)C(O)=O,LCTONWCANYUPML-UHFFFAOYSA-N,"Probable D-lactate dehydrogenase, mitochondrial",Q86WU2
Pyruvic acid,C3H4O3,CC(=O)C(O)=O,LCTONWCANYUPML-UHFFFAOYSA-N,Alanine aminotransferase 2,Q8TD30
Pyruvic acid,C3H4O3,CC(=O)C(O)=O,LCTONWCANYUPML-UHFFFAOYSA-N,Selenocysteine lyase,Q96I15
Pyruvic acid,C3H4O3,CC(=O)C(O)=O,LCTONWCANYUPML-UHFFFAOYSA-N,Monocarboxylate transporter 10,Q8TF71
Pyruvic acid,C3H4O3,CC(=O)C(O)=O,LCTONWCANYUPML-UHFFFAOYSA-N,Solute carrier organic anion transporter family member 2A1,Q92959
Pyruvic acid,C3H4O3,CC(=O)C(O)=O,LCTONWCANYUPML-UHFFFAOYSA-N,N-acetylneuraminate lyase,Q9BXD5
Pyruvic acid,C3H4O3,CC(=O)C(O)=O,LCTONWCANYUPML-UHFFFAOYSA-N,Acetolactate synthase-like protein,A1L0T0
Pyruvic acid,C3H4O3,CC(=O)C(O)=O,LCTONWCANYUPML-UHFFFAOYSA-N,Malic enzyme,Q8TBJ0
Pyruvic acid,C3H4O3,CC(=O)C(O)=O,LCTONWCANYUPML-UHFFFAOYSA-N,"Acylpyruvase FAHD1, mitochondrial",Q6P587
Pyruvic acid,C3H4O3,CC(=O)C(O)=O,LCTONWCANYUPML-UHFFFAOYSA-N,Kynurenine--oxoglutarate transaminase 3,Q6YP21
Pyruvic acid,C3H4O3,CC(=O)C(O)=O,LCTONWCANYUPML-UHFFFAOYSA-N,Serine dehydratase-like,Q96GA7
Pyruvic acid,C3H4O3,CC(=O)C(O)=O,LCTONWCANYUPML-UHFFFAOYSA-N,Serine racemase,Q9GZT4
Pyruvic acid,C3H4O3,CC(=O)C(O)=O,LCTONWCANYUPML-UHFFFAOYSA-N,"Probable 4-hydroxy-2-oxoglutarate aldolase, mitochondrial",Q86XE5
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial",Q99643
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",P31040
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial",O14521
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",P21912
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,"Succinate-semialdehyde dehydrogenase, mitochondrial",P51649
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,"Phytanoyl-CoA dioxygenase, peroxisomal",O14832
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,Prolyl 4-hydroxylase subunit alpha-2,O15460
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,Prolyl 4-hydroxylase subunit alpha-1,P13674
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,Gamma-butyrobetaine dioxygenase,O75936
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",Q02809
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",O00469
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",O60568
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",P55809
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,"Succinyl-CoA:3-ketoacid coenzyme A transferase 2, mitochondrial",Q9BYC2
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,"Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",P53597
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,"Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial",Q96I99
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,"Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial",Q9P2R7
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,Aspartyl/asparaginyl beta-hydroxylase,Q12797
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,Hypoxia-inducible factor 1-alpha inhibitor,Q9NWT6
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,Mitochondrial dicarboxylate carrier,Q9UBX3
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,Solute carrier family 13 member 3,Q8WWT9
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,17-beta-hydroxysteroid dehydrogenase type 6,O14756
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,Solute carrier family 13 member 1,Q9BZW2
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,Solute carrier family 13 member 2,Q13183
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,"Trimethyllysine dioxygenase, mitochondrial",Q9NVH6
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 2,Q6NS38
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,Prolyl 3-hydroxylase 1,Q32P28
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,Prolyl 3-hydroxylase 2,Q8IVL5
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,Prolyl 3-hydroxylase 3,Q8IVL6
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,Prolyl 4-hydroxylase subunit alpha-3,Q7Z4N8
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,Lysine-specific demethylase 2A,Q9Y2K7
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,Lysine-specific demethylase 2B,Q8NHM5
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,Egl nine homolog 1,Q9GZT9
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,Egl nine homolog 2,Q96KS0
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,Egl nine homolog 3,Q9H6Z9
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,Transmembrane prolyl 4-hydroxylase,Q9NXG6
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,Alkylated DNA repair protein alkB homolog 1,Q13686
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,Lysine-specific demethylase 8,Q8N371
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,Bifunctional lysine-specific demethylase and histidyl-hydroxylase MINA,Q8IUF8
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66,Q9H6W3
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,Histone lysine demethylase PHF8,Q9UPP1
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,Methylcytosine dioxygenase TET1,Q8NFU7
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,Methylcytosine dioxygenase TET2,Q6N021
Succinic acid,C4H6O4,OC(=O)CCC(O)=O,KDYFGRWQOYBRFD-UHFFFAOYSA-N,Methylcytosine dioxygenase TET3,O43151
Serotonin,C10H12N2O,NCCC1=CNC2=C1C=C(O)C=C2,QZAYGJVTTNCVMB-UHFFFAOYSA-N,Serotonin N-acetyltransferase,Q16613
Serotonin,C10H12N2O,NCCC1=CNC2=C1C=C(O)C=C2,QZAYGJVTTNCVMB-UHFFFAOYSA-N,Amine oxidase [flavin-containing] B,P27338
Serotonin,C10H12N2O,NCCC1=CNC2=C1C=C(O)C=C2,QZAYGJVTTNCVMB-UHFFFAOYSA-N,Amine oxidase [flavin-containing] A,P21397
Serotonin,C10H12N2O,NCCC1=CNC2=C1C=C(O)C=C2,QZAYGJVTTNCVMB-UHFFFAOYSA-N,Aromatic-L-amino-acid decarboxylase,P20711
Serotonin,C10H12N2O,NCCC1=CNC2=C1C=C(O)C=C2,QZAYGJVTTNCVMB-UHFFFAOYSA-N,Aldo-keto reductase family 1 member C3,P42330
Serotonin,C10H12N2O,NCCC1=CNC2=C1C=C(O)C=C2,QZAYGJVTTNCVMB-UHFFFAOYSA-N,Indolethylamine N-methyltransferase,O95050
Serotonin,C10H12N2O,NCCC1=CNC2=C1C=C(O)C=C2,QZAYGJVTTNCVMB-UHFFFAOYSA-N,"Indoleamine 2,3-dioxygenase 1",P14902
Serotonin,C10H12N2O,NCCC1=CNC2=C1C=C(O)C=C2,QZAYGJVTTNCVMB-UHFFFAOYSA-N,Protein arginine N-methyltransferase 3,O60678
Serotonin,C10H12N2O,NCCC1=CNC2=C1C=C(O)C=C2,QZAYGJVTTNCVMB-UHFFFAOYSA-N,Sodium-dependent serotonin transporter,P31645
Serotonin,C10H12N2O,NCCC1=CNC2=C1C=C(O)C=C2,QZAYGJVTTNCVMB-UHFFFAOYSA-N,5-hydroxytryptamine receptor 4,Q13639
Serotonin,C10H12N2O,NCCC1=CNC2=C1C=C(O)C=C2,QZAYGJVTTNCVMB-UHFFFAOYSA-N,5-hydroxytryptamine receptor 7,P34969
Serotonin,C10H12N2O,NCCC1=CNC2=C1C=C(O)C=C2,QZAYGJVTTNCVMB-UHFFFAOYSA-N,Transcription factor Sp1,P08047
Serotonin,C10H12N2O,NCCC1=CNC2=C1C=C(O)C=C2,QZAYGJVTTNCVMB-UHFFFAOYSA-N,5-hydroxytryptamine receptor 2B,P41595
Serotonin,C10H12N2O,NCCC1=CNC2=C1C=C(O)C=C2,QZAYGJVTTNCVMB-UHFFFAOYSA-N,5-hydroxytryptamine receptor 1B,P28222
Serotonin,C10H12N2O,NCCC1=CNC2=C1C=C(O)C=C2,QZAYGJVTTNCVMB-UHFFFAOYSA-N,5-hydroxytryptamine receptor 1F,P30939
Serotonin,C10H12N2O,NCCC1=CNC2=C1C=C(O)C=C2,QZAYGJVTTNCVMB-UHFFFAOYSA-N,5-hydroxytryptamine receptor 1A,P08908
Serotonin,C10H12N2O,NCCC1=CNC2=C1C=C(O)C=C2,QZAYGJVTTNCVMB-UHFFFAOYSA-N,5-hydroxytryptamine receptor 2A,P28223
Serotonin,C10H12N2O,NCCC1=CNC2=C1C=C(O)C=C2,QZAYGJVTTNCVMB-UHFFFAOYSA-N,5-hydroxytryptamine receptor 3A,P46098
Serotonin,C10H12N2O,NCCC1=CNC2=C1C=C(O)C=C2,QZAYGJVTTNCVMB-UHFFFAOYSA-N,5-hydroxytryptamine receptor 1D,P28221
Serotonin,C10H12N2O,NCCC1=CNC2=C1C=C(O)C=C2,QZAYGJVTTNCVMB-UHFFFAOYSA-N,"Indoleamine 2,3-dioxygenase 2",Q6ZQW0
Serotonin,C10H12N2O,NCCC1=CNC2=C1C=C(O)C=C2,QZAYGJVTTNCVMB-UHFFFAOYSA-N,5-hydroxytryptamine receptor 3B,O95264
Serotonin,C10H12N2O,NCCC1=CNC2=C1C=C(O)C=C2,QZAYGJVTTNCVMB-UHFFFAOYSA-N,5-hydroxytryptamine receptor 1E,P28566
Serotonin,C10H12N2O,NCCC1=CNC2=C1C=C(O)C=C2,QZAYGJVTTNCVMB-UHFFFAOYSA-N,5-hydroxytryptamine receptor 5A,P47898
Serotonin,C10H12N2O,NCCC1=CNC2=C1C=C(O)C=C2,QZAYGJVTTNCVMB-UHFFFAOYSA-N,HemK methyltransferase family member 1,Q9Y5R4
Serotonin,C10H12N2O,NCCC1=CNC2=C1C=C(O)C=C2,QZAYGJVTTNCVMB-UHFFFAOYSA-N,Methyltransferase-like protein 2B,Q6P1Q9
Serotonin,C10H12N2O,NCCC1=CNC2=C1C=C(O)C=C2,QZAYGJVTTNCVMB-UHFFFAOYSA-N,Methyltransferase-like protein 6,Q8TCB7
Serotonin,C10H12N2O,NCCC1=CNC2=C1C=C(O)C=C2,QZAYGJVTTNCVMB-UHFFFAOYSA-N,Uncharacterized methyltransferase WBSCR22,O43709
Tyramine,C8H11NO,NCCC1=CC=C(O)C=C1,DZGWFCGJZKJUFP-UHFFFAOYSA-N,Tyrosinase,P14679
Tyramine,C8H11NO,NCCC1=CC=C(O)C=C1,DZGWFCGJZKJUFP-UHFFFAOYSA-N,Amine oxidase [flavin-containing] B,P27338
Tyramine,C8H11NO,NCCC1=CC=C(O)C=C1,DZGWFCGJZKJUFP-UHFFFAOYSA-N,Amine oxidase [flavin-containing] A,P21397
Tyramine,C8H11NO,NCCC1=CC=C(O)C=C1,DZGWFCGJZKJUFP-UHFFFAOYSA-N,Aromatic-L-amino-acid decarboxylase,P20711
Tyramine,C8H11NO,NCCC1=CC=C(O)C=C1,DZGWFCGJZKJUFP-UHFFFAOYSA-N,Amiloride-sensitive amine oxidase [copper-containing],P19801
Tyramine,C8H11NO,NCCC1=CC=C(O)C=C1,DZGWFCGJZKJUFP-UHFFFAOYSA-N,Membrane primary amine oxidase,Q16853
Tyramine,C8H11NO,NCCC1=CC=C(O)C=C1,DZGWFCGJZKJUFP-UHFFFAOYSA-N,Retina-specific copper amine oxidase,O75106
Tyramine,C8H11NO,NCCC1=CC=C(O)C=C1,DZGWFCGJZKJUFP-UHFFFAOYSA-N,Alpha-2A adrenergic receptor,P08913
Tyramine,C8H11NO,NCCC1=CC=C(O)C=C1,DZGWFCGJZKJUFP-UHFFFAOYSA-N,Alpha-2B adrenergic receptor,P18089
Tyramine,C8H11NO,NCCC1=CC=C(O)C=C1,DZGWFCGJZKJUFP-UHFFFAOYSA-N,Trace amine-associated receptor 1,Q96RJ0
3-(3-Hydroxyphenyl)propanoic acid,C9H10O3,OC(=O)CCC1=CC(O)=CC=C1,QVWAEZJXDYOKEH-UHFFFAOYSA-N,UDP-glucuronosyltransferase 1-1,P22309
3-(3-Hydroxyphenyl)propanoic acid,C9H10O3,OC(=O)CCC1=CC(O)=CC=C1,QVWAEZJXDYOKEH-UHFFFAOYSA-N,Sulfotransferase 1A3,P0DMM9
"3,4-Dihydroxyhydrocinnamic acid",C9H10O4,OC(=O)CCC1=CC(O)=C(O)C=C1,DZAUWHJDUNRCTF-UHFFFAOYSA-N,Catechol O-methyltransferase,P21964
"3,4-Dihydroxyhydrocinnamic acid",C9H10O4,OC(=O)CCC1=CC(O)=C(O)C=C1,DZAUWHJDUNRCTF-UHFFFAOYSA-N,UDP-glucuronosyltransferase 1-1,P22309
"3,4-Dihydroxyhydrocinnamic acid",C9H10O4,OC(=O)CCC1=CC(O)=C(O)C=C1,DZAUWHJDUNRCTF-UHFFFAOYSA-N,Sulfotransferase 1A3,P0DMM9
3-Hydroxyphenylacetic acid,C8H8O3,OC(=O)CC1=CC(O)=CC=C1,FVMDYYGIDFPZAX-UHFFFAOYSA-N,UDP-glucuronosyltransferase 1-1,P22309
3-Hydroxyphenylacetic acid,C8H8O3,OC(=O)CC1=CC(O)=CC=C1,FVMDYYGIDFPZAX-UHFFFAOYSA-N,Sulfotransferase 1A3,P0DMM9
Allantoin,C4H6N4O3,NC(=O)NC1NC(=O)NC1=O,POJWUDADGALRAB-UHFFFAOYSA-N,Putative 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase,A6NGE7
3-Methylindole,C9H9N,CC1=CNC2=C1C=CC=C2,ZFRKQXVRDFCRJG-UHFFFAOYSA-N,Cytochrome P450 2F1,P24903
Vanillic acid,C8H8O4,COC1=C(O)C=CC(=C1)C(O)=O,WKOLLVMJNQIZCI-UHFFFAOYSA-N,UDP-glucuronosyltransferase 1-1,P22309
Vanillic acid,C8H8O4,COC1=C(O)C=CC(=C1)C(O)=O,WKOLLVMJNQIZCI-UHFFFAOYSA-N,Glycine N-acyltransferase,Q6IB77
Vanillic acid,C8H8O4,COC1=C(O)C=CC(=C1)C(O)=O,WKOLLVMJNQIZCI-UHFFFAOYSA-N,Sulfotransferase 1A3,P0DMM9
4-Hydroxybenzoic acid,C7H6O3,OC(=O)C1=CC=C(O)C=C1,FJKROLUGYXJWQN-UHFFFAOYSA-N,UDP-glucuronosyltransferase 1-1,P22309
4-Hydroxybenzoic acid,C7H6O3,OC(=O)C1=CC=C(O)C=C1,FJKROLUGYXJWQN-UHFFFAOYSA-N,"4-hydroxybenzoate polyprenyltransferase, mitochondrial",Q96H96
4-Hydroxybenzoic acid,C7H6O3,OC(=O)C1=CC=C(O)C=C1,FJKROLUGYXJWQN-UHFFFAOYSA-N,Glycine N-acyltransferase,Q6IB77
4-Hydroxybenzoic acid,C7H6O3,OC(=O)C1=CC=C(O)C=C1,FJKROLUGYXJWQN-UHFFFAOYSA-N,Sulfotransferase 1A3,P0DMM9
L-Arabinose,C5H10O5,O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O,SRBFZHDQGSBBOR-KLVWXMOXSA-N,Aldose reductase,P15121
L-Arabinose,C5H10O5,O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O,SRBFZHDQGSBBOR-KLVWXMOXSA-N,Aldo-keto reductase family 1 member B10,O60218
Glutaric acid,C5H8O4,OC(=O)CCCC(O)=O,JFCQEDHGNNZCLN-UHFFFAOYSA-N,Solute carrier family 22 member 11,Q9NSA0
Glutaric acid,C5H8O4,OC(=O)CCCC(O)=O,JFCQEDHGNNZCLN-UHFFFAOYSA-N,Solute carrier family 22 member 6,Q4U2R8
Glutaric acid,C5H8O4,OC(=O)CCCC(O)=O,JFCQEDHGNNZCLN-UHFFFAOYSA-N,Solute carrier family 22 member 7,Q9Y694
Hydroxypropionic acid,C3H6O3,OCCC(O)=O,ALRHLSYJTWAHJZ-UHFFFAOYSA-N,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",Q6NVY1
4-Hydroxyphenylpyruvic acid,C9H8O4,OC(=O)C(=O)CC1=CC=C(O)C=C1,KKADPXVIOXHVKN-UHFFFAOYSA-N,Macrophage migration inhibitory factor,P14174
4-Hydroxyphenylpyruvic acid,C9H8O4,OC(=O)C(=O)CC1=CC=C(O)C=C1,KKADPXVIOXHVKN-UHFFFAOYSA-N,Tyrosine aminotransferase,P17735
4-Hydroxyphenylpyruvic acid,C9H8O4,OC(=O)C(=O)CC1=CC=C(O)C=C1,KKADPXVIOXHVKN-UHFFFAOYSA-N,"Aspartate aminotransferase, cytoplasmic",P17174
4-Hydroxyphenylpyruvic acid,C9H8O4,OC(=O)C(=O)CC1=CC=C(O)C=C1,KKADPXVIOXHVKN-UHFFFAOYSA-N,"Aspartate aminotransferase, mitochondrial",P00505
4-Hydroxyphenylpyruvic acid,C9H8O4,OC(=O)C(=O)CC1=CC=C(O)C=C1,KKADPXVIOXHVKN-UHFFFAOYSA-N,UDP-glucuronosyltransferase 1-1,P22309
4-Hydroxyphenylpyruvic acid,C9H8O4,OC(=O)C(=O)CC1=CC=C(O)C=C1,KKADPXVIOXHVKN-UHFFFAOYSA-N,4-hydroxyphenylpyruvate dioxygenase,P32754
4-Hydroxyphenylpyruvic acid,C9H8O4,OC(=O)C(=O)CC1=CC=C(O)C=C1,KKADPXVIOXHVKN-UHFFFAOYSA-N,L-amino-acid oxidase,Q96RQ9
4-Hydroxyphenylpyruvic acid,C9H8O4,OC(=O)C(=O)CC1=CC=C(O)C=C1,KKADPXVIOXHVKN-UHFFFAOYSA-N,Sulfotransferase 1A3,P0DMM9
4-Hydroxybutyric acid,C4H8O3,OCCCC(O)=O,SJZRECIVHVDYJC-UHFFFAOYSA-N,Sulfotransferase family cytosolic 2B member 1,O00204
4-Hydroxybutyric acid,C4H8O3,OCCCC(O)=O,SJZRECIVHVDYJC-UHFFFAOYSA-N,UDP-glucuronosyltransferase 1-1,P22309
4-Hydroxybutyric acid,C4H8O3,OCCCC(O)=O,SJZRECIVHVDYJC-UHFFFAOYSA-N,Monocarboxylate transporter 4,O15427
4-Hydroxybutyric acid,C4H8O3,OCCCC(O)=O,SJZRECIVHVDYJC-UHFFFAOYSA-N,Monocarboxylate transporter 1,P53985
4-Hydroxybutyric acid,C4H8O3,OCCCC(O)=O,SJZRECIVHVDYJC-UHFFFAOYSA-N,Monocarboxylate transporter 2,O60669
4-Hydroxybutyric acid,C4H8O3,OCCCC(O)=O,SJZRECIVHVDYJC-UHFFFAOYSA-N,Aflatoxin B1 aldehyde reductase member 2,O43488
4-Hydroxybutyric acid,C4H8O3,OCCCC(O)=O,SJZRECIVHVDYJC-UHFFFAOYSA-N,"Hydroxyacid-oxoacid transhydrogenase, mitochondrial",Q8IWW8
4-Hydroxybutyric acid,C4H8O3,OCCCC(O)=O,SJZRECIVHVDYJC-UHFFFAOYSA-N,Gamma-aminobutyric acid receptor subunit beta-1,P18505
Hippuric acid,C9H9NO3,OC(=O)CNC(=O)C1=CC=CC=C1,QIAFMBKCNZACKA-UHFFFAOYSA-N,Glycine N-acyltransferase,Q6IB77
Hippuric acid,C9H9NO3,OC(=O)CNC(=O)C1=CC=CC=C1,QIAFMBKCNZACKA-UHFFFAOYSA-N,Glycine N-acyltransferase-like protein 1,Q969I3
Hippuric acid,C9H9NO3,OC(=O)CNC(=O)C1=CC=CC=C1,QIAFMBKCNZACKA-UHFFFAOYSA-N,Glycine N-acyltransferase-like protein 2,Q8WU03
Hippuric acid,C9H9NO3,OC(=O)CNC(=O)C1=CC=CC=C1,QIAFMBKCNZACKA-UHFFFAOYSA-N,Glycine N-acyltransferase-like protein 3,Q5SZD4
Hydroxyphenyllactic acid,C9H10O4,OC(CC1=CC=C(O)C=C1)C(O)=O,JVGVDSSUAVXRDY-UHFFFAOYSA-N,Sulfotransferase family cytosolic 2B member 1,O00204
Hydroxyphenyllactic acid,C9H10O4,OC(CC1=CC=C(O)C=C1)C(O)=O,JVGVDSSUAVXRDY-UHFFFAOYSA-N,UDP-glucuronosyltransferase 1-1,P22309
Hydroxyphenyllactic acid,C9H10O4,OC(CC1=CC=C(O)C=C1)C(O)=O,JVGVDSSUAVXRDY-UHFFFAOYSA-N,Sulfotransferase 1A3,P0DMM9
5-Hydroxyindoleacetic acid,C10H9NO3,OC(=O)CC1=CNC2=C1C=C(O)C=C2,DUUGKQCEGZLZNO-UHFFFAOYSA-N,Acetylserotonin O-methyltransferase,P46597
